Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
521135,Vijaykumar Mills Ltd.,VJYKMCT,VIJAYKUMAR MILLS LTD.,Delisted,P ,10.00,NA          , ,Equity,-,-,-,-
521137,Eureka Industries Ltd.,EUREKAI,EUREKA INDUSTRIES LTD.,Active,X ,10.00,INE958A01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521139,Mahaganesh Texpro Ltd,MHGTCXT,MAHAGANESH TEXPRO LTD.,Delisted,P ,10.00,NA          , ,Equity,-,-,-,-
521141,Aditya Spinners Ltd.,ADITYASP,ADITYA SPINNERS LTD.,Active,X ,10.00,INE122D01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521145,Jersey India Ltd.,JERSETXDM,JERSEY INDIA LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
521147,Millennium Beer Industries Ltd,MILLENNIUM,MILLENNIUM BEER INDUSTRIES LTD.,Delisted,T ,1.00,INE258D01028, ,Equity,-,-,-,-
521149,Prime Urban Development India Ltd,PRIMEURB,PRIME URBAN DEVELOPMENT INDIA LTD.,Active,X ,2.00,INE419E01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
521151,Dhanlaxmi Fabrics Ltd.,DHANFAB,DHANLAXMI FABRICS LTD.,Active,X ,10.00,INE953D01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521155,Pegasus Apparels Ltd.,PEGAPPA,PEGASUS APPARELS LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
521159,Persian Carpet & Textiles ltd.,PERSCAR,PERSIAN CARPET & TEXTILES LTD.,Delisted,P ,10.00,NA          , ,Equity,-,-,-,-
521161,Sri Lakshmi Saraswathi Textiles (Ar,SLSTLQ,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$,Active,X ,10.00,INE456D01010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521163,Zodiac Clothing Co. Ltd.,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,Active,B ,10.00,INE206B01013,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
521165,Anand Cotspin ltd.,ANACOTS,ANAND COTSPIN LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
521167,Frontline Business Solutions Ltd.,FRONTBUSS,FRONTLINE BUSINESS SOLUTIONS LTD.,Suspended,Z ,5.00,INE485D01035,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
521169,Denim Fashions Ltd.,DENIMFS,DENIM FASHIONS LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
521172,SSM Mills Ltd.,SSMILLS,SSM MILLS LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
521174,Arora Fibres Ltd.,ARORAFIB,ARORA FIBRES LTD.,Delisted,XT,10.00,INE487D01023, ,Equity,-,-,-,-
521176,Gangotri Textiles Ltd.,GANGOTRI,GANGOTRI TEXTILES LTD.,Suspended,Z ,5.00,INE670B01028,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521178,Sri Ramakrishna Mills (Coimbatore) Ltd.,SRMCL,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,Active,XT,10.00,INE306D01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521180,Super Spinning Mills Ltd.,SUPERSPIN,SUPER SPINNING MILLS LTD.,Active,T ,1.00,INE662A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521182,Seasons Furnishings Ltd.,SEASONF,SEASONS FURNISHINGS LTD.,Suspended,Z ,10.00,INE454D01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
521184,Precot Mills Ltd.,PRECM,PRECOT MILLS LTD.,Delisted,Z ,10.00,INE283A01014, ,Equity,-,-,-,-
521188,United Textiles Ltd.,UNITEDTE,UNITED TEXTILES LTD.,Active,X ,10.00,INE727E01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521190,Pan Clothing & Consolidated Co. Ltd,PANCLTH,PAN CLOTHING & CONSOLIDATED CO.LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
521192,NEPC Textiles Ltd.,NEPCTEX,NEPC TEXTILES LTD.,Delisted,Z ,10.00,INE574B01014, ,Equity,-,-,-,-
521194,SIL Investments Ltd,SILINV,SIL INVESTMENTS LTD.,Active,B ,10.00,INE923A01015,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
521196,Ravi Spinning Limited,RAVISPN,RAVI SPINNING LTD.,Delisted,P ,10.00,NA          , ,Equity,-,-,-,-
521200,Suryalakshmi Cotton Mills Ltd.,SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD.,Active,B ,10.00,INE713B01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521204,Siddhartha Spinfab Ltd.,SIDHART,SIDDHARTHA SPINFAB LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
521206,Samtex Fashions Ltd.,SAMTEX,SAMTEX FASHIONS LTD.-$,Active,X ,2.00,INE931D01020,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
521208,Atlantic Spinning & Weaving Mills L,ATLANTSP,ATLANTIC SPINNING & WEAVING MILLS LTD.,Delisted,XD,10.00,INE504C01019, ,Equity,-,-,-,-
521210,Cityman Limited,CITYMAN,CITYMAN LTD.,Suspended,XT,10.00,INE117C01010,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
521212,Balwant Textiles Mills Ltd.,BALWTEX,BALWANT TEXTILES MILLS LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
521214,Keshariya Spinners Ltd.,KESARTX,KESHARIYA SPINNERS LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
521216,Dhanalaxmi Roto Spinners Ltd.,DHANROTO,DHANALAXMI ROTO SPINNERS LTD.,Active,XT,10.00,INE220C01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521218,Delight Handicrafts Palace Ltd.,DELIHND,DELIGHT HANDICRAFTS PALACE LTD.,Delisted,Z ,10.00,INE226F01012, ,Equity,-,-,-,-
521220,Damodar Industries Limited,DAMODARIND,DAMODAR INDUSTRIES LTD.-$,Active,B ,5.00,INE497D01022,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521222,Sanblue Corporation Limited,SANBLUE,SANBLUE CORPORATION LTD.,Active,XT,10.00,INE602D01027,Trading - Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products
521224,Kongarar Textiles  Ltd.,KONGATX,KONGARAR TEXTILES LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
521226,Uniroyal Industries Ltd,UNIROYAL,UNIROYAL INDUSTRIES LTD.,Active,XT,10.00,INE980D01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521228,Tatia Global Vennture Limited,TATIAGLOB,TATIA GLOBAL VENNTURE LTD.,Active,XT,1.00,INE083G01031,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
521230,Goldwon Textiles Ltd.,GOLDTXT,GOLDWON TEXTILES LTD.,Delisted,P ,10.00,NA          , ,Equity,-,-,-,-
521232,"Sunil Industries Ltd.,",SUNILTX,SUNIL INDUSTRIES LTD.,Active,P ,10.00,INE124M01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
521234,Sri Nachammai Cotton Mills Ltd.,SRINACHA,SRI NACHAMMAI COTTON MILLS LTD.-$,Active,X ,10.00,INE443E01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521236,Sri Ganapathy Mills Co. Ltd.,SROGNGM,SRI GANAPATHY MILLS CO.LTD.,Delisted,XT,10.00,INE488F01018, ,Equity,-,-,-,-
521238,KKRRAFTON Developers Limited,KDL,KKRRAFTON Developers Ltd,Active,XT,10.00,INE893C01032,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
521240,Sambandam Spinning Mills Ltd.,SAMBANDAM,SAMBANDAM SPINNING MILLS LTD.-$,Active,X ,10.00,INE304D01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521242,Kandagiri Spinning Mills Ltd.,KANDAGIRI,KANDAGIRI SPINNING MILLS LTD.-$,Active,XT,10.00,INE292D01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521244,MKP Mobility Limited,MKPMOB,MKP Mobility Ltd,Active,XT,10.00,INE676G01024,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
521246,Paras Petrofils Ltd.,PARASPETRO,PARAS PETROFILS LTD.,Active,T ,1.00,INE162C01024,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
521248,Kitex Garmenets Ltd.,KITEX,KITEX GARMENTS LTD.,Active,B ,1.00,INE602G01020,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
521250,Sree Uma Parameswari Mills Ltd.,SRUMATX,SREE UMA PARAMESWARI MILLS LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
521252,Radhika Spinning Mills Ltd.,RADHIKAS,RADHIKA SPINNING MILLS LTD.,Delisted,XD,10.00,INE938B01011, ,Equity,-,-,-,-
522001,"Cranex Ltd.,",CRANEX,CRANEX LTD.,Active,X ,10.00,INE608B01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522004,Batliboi Ltd,BATLIBOI,BATLIBOI LTD.-$,Active,XT,5.00,INE177C01022,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522005,"Austin Engineering Co. Ltd.,",AUSTENG,AUSTIN ENGINEERING CO.LTD.,Active,X ,10.00,INE759F01012,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522014,"United Drilling Tools Ltd.,",UNIDT,UNITED DRILLING TOOLS LTD.,Active,B ,10.00,INE961D01019,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522015,VCCL Ltd.,VCCLLTD,VCCL LTD.,Delisted,ZP,10.00,INE460E01010,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
522017,"Fluidomat Ltd.,",FLUIDOM,FLUIDOMAT LTD.,Active,X ,10.00,INE459C01016,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522027,Ema India Ltd.,EMAINDIA,EMA INDIA LTD.,Active,XT,10.00,INE279D01016,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522029,Windsor Machines Limited,WINDMACHIN,WINDSOR MACHINES LTD.,Active,B ,2.00,INE052A01021,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522034,"Shanthi Gears Ltd.,",SHANTIGEAR,SHANTHI GEARS LTD.,Active,B ,1.00,INE631A01022,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522036,Miven Machine Tools Ltd.,MIVENMACH,MIVEN MACHINE TOOLS LTD.,Active,XT,10.00,INE338P01014,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522041,Continental Valve Ltd,CNTLVAL,CONTINENTAL VALVE LTD.,Delisted,Z ,10.00,INE465F01016, ,Equity,-,-,-,-
522042,S.M. Energy Teknik & Electronics Lt,SMENER,S.M.ENERGY TEKNIK & ELECTRONICS LTD.,Suspended,XT,10.00,INE540D01011,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522045,Aturia Continental ltd.,ATURIAC,ATURIA CONTINENTAL LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522055,"Bemco Jacks & Allied Prod. Ltd.,",BEMCOJK,BEMCO JACKS & ALLIED PRODUCTS LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522056,Sachs India Ltd.,SACHI,SACHS INDIA LTD.,Delisted,P ,10.00,INE337D01012, ,Equity,-,-,-,-
522059,Indage Vintners Ltd,INDAGEVIN,INDAGE VINTNERS LTD.-$,Delisted,X ,10.00,INE194C01019, ,Equity,-,-,-,-
522062,"Kaveri Engineering Industries Ltd.,",KAVIENGDM,KAVERI ENGINEERING INDUSTRIES LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522064,HONDA INDIA POWER PRODUCTS LIMITED,HONDAPOWER,Honda India Power Products Ltd,Active,B ,10.00,INE634A01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522065,HONDA INDIA POWER PRODUCTS LIMITED,SHRIHON,SHRIHON,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522073,The Hi-Tech Gears Limited,HITECHGEAR,The Hi-Tech Gears Ltd,Active,B ,10.00,INE127B01011,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
522074,"Elgi Equipments Ltd.,",ELGIEQUIP,ELGI EQUIPMENTS LTD.,Active,A ,1.00,INE285A01027,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
522078,ELB Schliff (India) Ltd.,ELBSCHF,ELB SCHLIFF (INDIA) LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522080,Terruzzi Fercalx India Limited,TERRUZZI,Terruzzi Fercalx India Limited,Delisted,Z ,10.00,INE699C01017, ,Equity,-,-,-,-
522085,"Stone India Ltd.,",STONEIN,STONE INDIA LTD.-$,Delisted,Z ,10.00,INE290C01015,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522091,"United Van Der Horst Ltd.,",UVDRHOR,UNITED VAN DER HORST LTD.,Active,XT,5.00,INE890G01021,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
522093,"Wellman Incandescent India Ltd.,",WELII,WELLMAN INCANDESCENT INDIA LTD.,Delisted,Z ,10.00,INE143D01014, ,Equity,-,-,-,-
522095,"Incorporated Engineers Limited,",INCEN,INCORPORATED ENGINEERS LTD.,Delisted,P ,10.00,INE801D01017, ,Equity,-,-,-,-
522099,"Inducon India Limited,",ZINDUCIN,INDUCON INDIA LTD.,Delisted,P ,10.00,NA          , ,Equity,-,-,-,-
522101,Kilburn Engineering Ltd,KLBRENG-B,KILBURN ENGINEERING LTD.,Active,X ,10.00,INE338F01015,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522103,Gremach CNC Ltd,GRMHCNCDM,GREMACH CNC LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522105,Birla Precision Technologies Ltd,BIRLAPREC,BIRLA PRECISION TECHNOLOGIES LTD.,Active,XT,2.00,INE372E01025,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522106,Vipras Corporation Ltd,VIPCORP,VIPRAS CORPORATION LTD.,Delisted,P ,10.00,NA          , ,Equity,-,-,-,-
522108,"Yuken India Ltd.,",YUKEN,YUKEN INDIA LTD.-$,Active,B ,10.00,INE384C01016,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
522113,Timken India Ltd,TIMKEN,TIMKEN INDIA LTD.,Active,A ,10.00,INE325A01013,Abrasives & Bearings,Equity,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
522114,Alexcon Extrusions Ltd,ALXNXTR,ALEXCON EXTRUSIONS LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522116,Textool Company Ltd,TEXTOOL,TEXTOOL COMPANY LTD.,Delisted,B ,10.00,INE677A01017, ,Equity,-,-,-,-
522118,"Meekan Transmissions Ltd.,",ZMEEKTRA,MEEKAN TRANSMISSIONS LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522122,Voith Paper Fabrics India Ltd,VOITHPAPR,VOITH PAPER FABRICS INDIA LTD.-$,Active,X ,10.00,INE285C01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
522130,Heatshrink Technologies Ltd.,HEATSHRINKT,HEATSHRINK TECHNOLOGIES LTD.,Delisted,Z ,10.00,INE966B01012, ,Equity,-,-,-,-
522132,Vidiani Engineers Ltd,VIDIANI,VIDIANI ENGINEERS LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522134,Artson Engineering Ltd,ARTSONEN,ARTSON ENGINEERING LTD.,Active,XT,1.00,INE133D01023,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522136,Bhageeratha Engg. Ltd,BHAGEENG,BHAGHEERATHA ENGINEERING LTD.-$,Delisted,X ,10.00,INE869E01012, ,Equity,-,-,-,-
522140,Patni Engineering Limited,PATNIEN,PATNI ENGINEERING LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522142,Techno Forge Limited,TECHFOR,TECHNO FORGE LTD.,Delisted,Z ,10.00,INE305I01018, ,Equity,-,-,-,-
522148,Gordon Herbert (India) Ltd,GORDONHE,GORDON HERBERT (INDIA) LTD.,Delisted,XD,10.00,INE755C01017, ,Equity,-,-,-,-
522150,Aditya Forge Ltd,ADTYFRG,ADITYA FORGE LTD.,Suspended,Z ,10.00,INE281H01013,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
522152,Solitaire Machine Tools Ltd,SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,Active,X ,10.00,INE410A01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522153,Solarson Industries Limited,SOLRSNI,SOLARSON INDUSTRIES LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522157,Banka (India) Ltd.,BANKA,BANKA (INDIA) LTD.,Delisted,XD,10.00,INE148C01015, ,Equity,-,-,-,-
522163,Diamond Power Infrastructure Limited,DIACABS,Diamond Power Infrastructure Limited-$,Active,T ,10.00,INE989C01020,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
522165,Indsil Hydro Power and Manganese Limited,INDSILHYD,INDSIL HYDRO POWER AND MANGANESE LTD.-$,Active,XT,10.00,INE867D01018,Ferro & Silica Manganese,Equity,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese
522167,Flex Engineering Ltd.,FLEXENG,FLEX ENGINEERING LTD.,Delisted,B ,10.00,INE929B01010, ,Equity,-,-,-,-
522169,Snhehadhara Industries ltd.,SNEHDHR,SNHEHADHARA INDUSTRIES LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522171,TMT (India) ltd.,TMTIND-B1,TMT (INDIA) LTD.,Active,XT,10.00,INE182E01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522173,Krishna Engineering Works Ltd.,KRISHNAENG,KRISHNA ENGINEERING WORKS LTD.,Delisted,Z ,10.00,INE409C01011, ,Equity,-,-,-,-
522175,SVOGL Oil Gas and Energy Limited ,SVOGL,SVOGL Oil Gas And Energy Ltd-$,Delisted,Z ,10.00,INE756B01017, ,Equity,-,-,-,-
522181,Precision Fasteners Ltd.,PRFASDM,PRECISION FASTENERS LTD.,Delisted,B ,10.00,INE604A01011, ,Equity,-,-,-,-
522183,ITL Industries Ltd.,ITL,ITL INDUSTRIES LTD.-$,Active,X ,10.00,INE478D01014,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522185,TTG Industries Ltd.,TTGINDM,TTG INDUSTRIES LTD.,Delisted,Z ,10.00,INE111E01019, ,Equity,-,-,-,-
522189,KND Engeneering Technologies Ltd.,KNDENGT,KND ENGINEERING TECHNOLOGIES LTD.,Delisted,P ,10.00,NA          , ,Equity,-,-,-,-
522193,BIL Industries Ltd.,BILINDU,BIL INDUSTRIES LTD.,Delisted,P ,10.00,-, ,Equity,-,-,-,-
522195,Frontier Springs Ltd.,FRONTSP,FRONTIER SPRINGS LTD.,Active,XT,10.00,INE572D01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
522199,Monozyme India Ltd.,MONOZYM,MONOZYME INDIA LTD.,Delisted,XD,5.00,INE772D01010, ,Equity,-,-,-,-
522201,Aakar Engineering &Manufacturing Co,AAKARENG,AAKAR ENGINEERING & MANUFACTURING COMPANY LTD.,Delisted,XD,10.00,INE814B01014, ,Equity,-,-,-,-
522203,Chain Impex Ltd.,CHAININ,CHAIN IMPEX LTD.,Delisted,P ,10.00,NA          , ,Equity,-,-,-,-
522205,Praj Industries Ltd.,PRAJIND,PRAJ INDUSTRIES LTD.,Active,A ,2.00,INE074A01025,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522207,Rasandik Engg. Industries India Ltd,RASANDIK,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,Active,X ,10.00,INE682D01011,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
522209,Yogi Sung-won (India) Ltd.,YOGISUNG,YOGI SUNG-WON (INDIA) LTD.,Active,X ,10.00,INE429B01011,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
522211,Rajasthan Balls & Bearings Ltd.,RAJBALL,RAJASTHAN BALLS & BEARINGS LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522215,HLE GLASCOAT LIMITED,HLEGLAS,HLE Glascoat Ltd,Active,A ,2.00,INE461D01028,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522217,Gujarat Apollo Industries Ltd.,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,Active,T ,10.00,INE826C01016,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522219,Hyderabad Flextech Ltd.,HYDFLEXI,HYDERABAD FLEXTECH LTD.,Delisted,B ,10.00,INE113C01019, ,Equity,-,-,-,-
522221,Sri Lakshmi Engineering Industries,SRILAEG,SRI LAKSHMI ENGINEERING INDUSTRIES LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522223,Maruti Telstar Industries Ltd.,MARTELI,MARUTI TELSTAR INDUSTRIES LTD.,Delisted,P ,10.00,NA          , ,Equity,-,-,-,-
522229,Taneja Aerospace & Aviation Ltd.,TANAA,TANEJA AEROSPACE & AVIATION LTD.-$,Active,X ,5.00,INE692C01020,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
522231,Conart Engineers Ltd.,CONART,CONART ENGINEERS LTD.-$,Active,XT,10.00,INE714D01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
522233,VHCL Industries Limited,VHCLINDUS,VHCL INDUSTRIES LTD.,Delisted,Z ,2.00,INE674D01026, ,Equity,-,-,-,-
522235,Minal Industries Limited,MINALIND,Minal Industries Limited,Active,XT,2.00,INE097E01028,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
522237,Shivagrico Implements Ltd.,SHIVAGR,SHIVAGRICO IMPLEMENTS LTD.,Active,X ,10.00,INE092H01014,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522241,M.M.Forgings Ltd.,MMFL,M.M.FORGINGS LTD.-$,Active,B ,10.00,INE227C01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
522243,Laxmiratan Engineering Works Ltd.,LAKSRAT,LAXMIRATAN ENGINEERING WORKS LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522245,Iykot Hitech Toolroom Ltd,IYKOTHITE,IYKOT HITECH TOOLROOM LTD.,Suspended,XT,5.00,INE079L01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522249,Mayur Uniquoters ltd.,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,Active,B ,5.00,INE040D01038,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
522251,Cenlub Industries Ltd.,CENLUB,CENLUB INDUSTRIES LTD.,Active,XT,10.00,INE627F01011,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522255,Forge & Blower Industries Ltd.,FORGBLO,FORGE & BLOWER INDUSTRIES LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522257,Rajoo Engineers Ltd.,RAJOOENG,RAJOO ENGINEERS LTD.-$,Active,XT,1.00,INE535F01024,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522259,Kalindee Rail Nirman (Engineers) Lt,KALINDEE,Kalindee Rail Nirman (Engineers) Ltd-$,Delisted,B ,10.00,INE178D01010, ,Equity,-,-,-,-
522261,Dolphin Offshore Enterprises (India) ltd.,DOLPHIN,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LTD.-$,Active,T ,1.00,INE920A01037,Offshore Support Solution Drilling,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Offshore Support Solution Drilling
522263,JMC Projects (india) Ltd.,JMCPROJECT,JMC PROJECTS (INDIA) LTD.-$,Delisted,B ,2.00,INE890A01024,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
522267,Veejay Lakshmi Engineering Works Lt,VJLAXMIE,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$,Active,X ,10.00,INE466D01019,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522269,Coventry Spring & Engineering Co. L,COVENSP-B,COVENTRY SPRING & ENGINEERING CO.LTD.,Delisted,P ,10.00,NA          , ,Equity,-,-,-,-
522271,Union Bearings (India) Ltd.,UNIONBE,UNION BEARINGS (INDIA) LTD.,Suspended,XT,10.00,INE670F01011,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
522273,Ahmedabad Steelcraft Ltd.,AHMDSTE,AHMEDABAD STEELCRAFT LTD.,Active,XT,10.00,INE868C01018,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
522275,GE T&D India Limited,GET&D,GE T&D India Ltd,Active,T ,2.00,INE200A01026,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
522277,SRP Industries Ltd.,SRPIND,SRP INDUSTRIES LTD.,Delisted,Z ,10.00,NA          , ,Equity,-,-,-,-
522279,Satellite Engineering Ltd.,SATELENG,SATELLITE ENGINEERING LTD.,Delisted,Z ,10.00,INE087C01015, ,Equity,-,-,-,-
522281,Ram Ratna Wires Ltd.,RAMRAT,RAM RATNA WIRES LTD.-$,Active,B ,5.00,INE207E01023,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
